18,25,31,37,43,47,52,56,59,62,65,68,70,72,74,47,51,55,58,62,65,67,69,72,73,75,77,78,79,80,50,54,57,61,64,66,69,71,73,75,76,78,79,80,81,50,54,58,61,64,66,69,71,73,75,76,78,79,80,81,50,54,58,61,64,67,69,71,73,75,76,78,79,80,81,50,54,58,61,64,67,69,71,73,75,76,78,79,80,81,50,54,58,61,64,67,69,71,73,75,76,78,79,80,81,50,54,58,61,64,67,69,71,73,75,76,78,79,80,81,50,54,58,61,64,67,69,71,73,75,76,78,79,80,81,50,54,58,61,64,67,69,71,73,75,76,78,79,80,81,
63,66,33,39,44,49,53,57,60,63,77,79,44,49,53,57,60,63,66,69,79,80,45,50,54,58,61,64,67,69,79,81,46,50,54,58,61,64,67,70,79,81,46,50,54,58,61,64,67,70,79,81,46,50,54,58,61,64,67,70,79,81,46,50,54,58,61,64,67,70,79,81,46,50,54,58,61,64,67,70,79,81,46,50,54,58,61,64,67,70,79,81,46,50,54,58,61,64,67,70,79,81,46,50,54,58,61,64,67,70,79,81,46,50,54,58,61,64,67,70,79,81,46,50,54,58,61,64,67,70,79,81,46,50,54,58,61,64,67,70,79,81,46,50,54,58,61,64,67,70,
63,66,69,72,74,68,71,73,75,77,69,71,74,76,78,69,72,74,76,78,69,72,74,76,78,69,72,74,76,78,69,72,74,76,78,69,72,74,76,78,69,72,74,76,78,69,72,74,76,78,69,72,74,76,78,69,72,74,76,78,69,72,74,76,78,69,72,74,76,78,69,72,74,76,78,69,72,74,76,78,69,72,74,76,78,69,72,74,76,78,69,72,74,76,78,69,72,74,76,78,69,72,74,76,78,69,72,74,76,78,69,72,74,76,78,69,72,74,76,78,69,72,74,76,78,69,72,74,76,78,69,72,74,76,78,69,72,74,76,78,69,72,74,76,78,69,72,74,76,78,
