18,25,31,37,43,47,52,56,59,62,65,68,70,72,74,75,77,78,49,53,57,60,63,66,68,70,72,74,76,77,79,80,81,82,83,84,51,55,58,62,65,67,69,72,73,75,77,78,79,80,81,82,83,84,51,55,59,62,65,67,70,72,74,75,77,78,79,80,81,82,83,84,51,55,59,62,65,67,70,72,74,75,77,78,79,80,81,82,83,84,51,55,59,62,65,67,70,72,74,75,77,78,79,80,81,82,83,84,51,55,59,62,65,67,70,72,74,75,77,78,79,80,81,82,83,84,51,55,59,62,65,67,70,72,74,75,77,78,79,80,81,82,83,84,51,55,59,62,65,67,70,72,74,75,77,78,79,80,81,82,83,84,51,55,59,62,65,67,70,72,74,75,77,78,79,80,81,82,83,84
63,66,69,35,41,46,51,55,58,62,65,67,78,80,81,46,51,55,59,62,65,68,70,72,80,81,83,48,52,56,59,63,66,68,70,73,80,81,83,48,52,56,60,63,66,68,71,73,80,81,83,48,52,56,60,63,66,68,71,73,80,81,83,48,52,56,60,63,66,68,71,73,80,81,83,48,52,56,60,63,66,68,71,73,80,81,83,48,52,56,60,63,66,68,71,73,80,81,83,48,52,56,60,63,66,68,71,73,80,81,83,48,52,56,60,63,66,68,71,73,80,81,83,48,52,56,60,63,66,68,71,73,80,81,83,48,52,56,60,63,66,68,71,73,80,81,83,48,52,56,60,63,66,68,71,73,80,81,83,48,52,56,60,63,66,68,71,73,80,81,83,48,52,56,60,63,66,68,71,73
63,66,69,72,74,76,68,71,74,76,78,80,69,72,74,76,78,80,70,72,75,77,78,80,70,72,75,77,79,80,70,72,75,77,79,80,70,72,75,77,79,80,70,72,75,77,79,80,70,72,75,77,79,80,70,72,75,77,79,80,70,72,75,77,79,80,70,72,75,77,79,80,70,72,75,77,79,80,70,72,75,77,79,80,70,72,75,77,79,80,70,72,75,77,79,80,70,72,75,77,79,80,70,72,75,77,79,80,70,72,75,77,79,80,70,72,75,77,79,80,70,72,75,77,79,80,70,72,75,77,79,80,70,72,75,77,79,80,70,72,75,77,79,80,70,72,75,77,79,80,70,72,75,77,79,80,70,72,75,77,79,80,70,72,75,77,79,80,70,72,75,77,79,80,70,72,75,77,79,80
27,33,39,44,49,53,57,61,64,20,20,20,57,61,64,67,69,71,73,75,77,78,80,81,82,83,84,20,20,20,66,69,71,73,75,77,78,79,81,82,83,84,84,85,86,20,20,20,67,70,72,74,76,77,79,80,81,82,83,84,85,85,86,20,20,20,67,70,72,74,76,77,79,80,81,82,83,84,85,85,86,20,20,20,67,70,72,74,76,77,79,80,81,82,83,84,85,85,86,20,20,20,67,70,72,74,76,77,79,80,81,82,83,84,85,85,86,20,20,20,67,70,72,74,76,77,79,80,81,82,83,84,85,85,86,20,20,20,67,70,72,74,76,77,79,80,81,82,83,84,85,85,86,20,20,20,67,70,72,74,76,77,79,80,81,82,83,84,85,85,86,20,20,20,67,70,72,74,76,77
